GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Dayton, OH",19380,.07159285,.11951023,.1055408,.11433349,.12511648,.12195144,.09511282,.15466692,.20910728,.13023727,.05411126,.0898152
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.1879825,.22967537,.21564183,.20421666,.33962652,.34740353,.22361144,.20704907,.28178906,.25973389,.17830327,.14320251
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Denver-Aurora-Lakewood, CO",19740,.62542683,.60787266,.60643822,.60753983,.58451027,.60096985,.60395473,.57739323,.56828672,.57075882,.56124264,.55299544
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Des Moines-West Des Moines, IA",19780,.40695241,.4267298,.42796776,.43610361,.43798086,.3758733,.31828904,.30467764,.32683823,.30098116,.24182472,.2706655
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Detroit-Warren-Dearborn, MI",19820,.13247706,.14384738,.13402309,.14233656,.15468156,.14864063,.12891829,.12707104,.14028062,.16304082,.15662839,.13891928
"Country_of_Origin_of_Parents","mexico","Mexico",0,"El Paso, TX",21340,.94349998,.93742287,.9479152,.93793434,.92932743,.92827249,.92637897,.92007619,.91164047,.9080435,.91389477,.91922998
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Fresno, CA",23420,.68644983,.68445933,.68175167,.70523936,.71637839,.72545218,.71997672,.69066137,.68978214,.71734589,.70167977,.67948657
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Grand Rapids-Wyoming, MI",24340,.40873593,.4139792,.44207558,.48170054,.41903704,.40476623,.41273385,.44498405,.43555412,.39021689,.3759281,.36923715
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Greensboro-High Point, NC",24660,.36381558,.46103558,.48265344,.47043863,.45198172,.42921361,.46386552,.43007356,.42867839,.4728196,.45149702,.44118622
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Greenville-Anderson-Mauldin, SC",24860,.32588923,.34077051,.41578639,.38436472,.3775197,.38859943,.30774695,.3515923,.49269012,.45255417,.35403192,.35854572
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Harrisburg-Carlisle, PA",25420,.1675083,.17678533,.08361866,.0823407,.06418284,.01434275,.03134531,.07811584,.06564141,.0156525,0,.00975017
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Hartford-West Hartford-East Hartford, CT",25540,.02158713,.01483238,.02715034,.0411252,.04767215,.0564419,.04055331,.04332804,.05043312,.01766345,.02772264,.0510659
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Houston-The Woodlands-Sugar Land, TX",26420,.58943611,.59607363,.57989836,.5662207,.56802458,.56539357,.55440187,.54599589,.53782696,.51299781,.49982205,.48386291
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Indianapolis-Carmel-Anderson, IN",26900,.38498285,.35985258,.40723029,.47037899,.42911115,.42380467,.4471629,.43923247,.4041436,.38526157,.37527815,.35548699
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Jackson, MS",27140,.24409351,-97,-97,.24322663,.39483097,-97,-97,.19583675,.28349841,.25372592,.25421509,.31272921
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Jacksonville, FL",27260,.0480364,.07056808,.10252759,.0765758,.04836249,.05729397,.0608146,.05153167,.06897638,.06869402,.09389666,.09127147
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Kansas City, MO-KS",28140,.43189076,.45095736,.42870972,.46250224,.43515339,.45439947,.47202298,.41819084,.37751809,.37916121,.40300646,.44253805
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Knoxville, TN",28940,.20101596,.1922217,.21151869,.32614449,.32743156,.26094991,.28878182,.2764084,.31644922,.39337632,.37269053,.29479101
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Lakeland-Winter Haven, FL",29460,.4415769,.42846987,.43899569,.41018865,.40462393,.42381749,.42261505,.41434917,.44131598,.44787911,.41701064,.44509023
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Las Vegas-Henderson-Paradise, NV",29820,.57069141,.57805037,.59474784,.59168309,.58373135,.58711219,.58679426,.57417822,.57296908,.55873263,.55308545,.54841173
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Little Rock-North Little Rock-Conway, AR",30780,.302297,.34062833,.32293627,.37812105,.51887155,.4537113,.47574246,.44352022,.4020603,.48106217,.50138247,.52056003
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.56844145,.56678396,.5659638,.56867486,.56512785,.55632079,.5421778,.53429264,.53911299,.52949965,.51657015,.51025677
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Louisville/Jefferson County, KY-IN",31140,.31454483,.32770079,.24298085,.26726478,.27706623,.21946259,.16819902,.1985117,.25352034,.24239373,.22216749,.21865635
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Madison, WI",31540,.31115001,.27062121,.279376,.30586824,.20612097,.29932871,.3732568,.38924968,.41608876,.39154914,.30455542,.23372617
"Country_of_Origin_of_Parents","mexico","Mexico",0,"McAllen-Edinburg-Mission, TX",32580,.96433228,.96014851,.95820808,.95287544,.96009427,.96696496,.96957731,.96720374,.95982677,.9620288,.95410943,.94565105
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Memphis, TN-MS-AR",32820,.33782867,.43397799,.47470936,.47014481,.46560916,.46046484,.45153764,.47890657,.48513976,.47653675,.49122068,.44992381
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,.04216929,.04011925,.04002455,.04383375,.04996144,.05206934,.05010667,.04971385,.04903328,.05181117,.05353205,.04887406
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Milwaukee-Waukesha-West Allis, WI",33340,.41208804,.42256302,.43799645,.42120239,.4091627,.37684134,.40677258,.45940933,.41836724,.42773679,.43203273,.39071301
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,.20337994,.20874922,.21109623,.20272069,.21329096,.20978098,.19472709,.18366806,.17633903,.16704156,.16108601,.17290878
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,.30734721,.2809858,.30794442,.37167516,.3740665,.37041834,.39771453,.39768898,.40125003,.38365415,.37208593,.36218962
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New Haven-Milford, CT",35300,.11457884,.1068555,.13729505,.1415122,.11800638,.11493455,.11091415,.11822521,.11243056,.10900248,.10208011,.0715213
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New Orleans-Metairie, LA",35380,.04773993,.06647619,.10936684,.13620576,.13826178,.18294261,.15142399,.11163506,.14288996,.1363858,.10062937,.13086984
"Country_of_Origin_of_Parents","mexico","Mexico",0,"New York-Newark-Jersey City, NY-NJ-PA",35620,.07024582,.07823401,.08095229,.08433188,.09154877,.09087019,.08789445,.08971485,.09233619,.09406839,.0933509,.08927451
"Country_of_Origin_of_Parents","mexico","Mexico",0,"North Port-Sarasota-Bradenton, FL",35840,.30907461,.35416386,.40241069,.35399184,.29489636,.3026928,.38732874,.38106441,.31967822,.33905742,.3437309,.31337094
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Ogden-Clearfield, UT",36260,.602189,.55482757,.48134655,.48015809,.53685987,.54196721,.58682704,.55481935,.4969146,.59845471,.58984739,.49953756
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Oklahoma City, OK",36420,.51555079,.56141251,.60188645,.56715161,.56953162,.58775389,.62241304,.63484585,.61622941,.57999402,.6111877,.61150712
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Omaha-Council Bluffs, NE-IA",36540,.46339834,.52596426,.52670914,.51326692,.53475654,.62295979,.5678854,.4939099,.54409754,.54148573,.52566141,.4694044
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Orlando-Kissimmee-Sanford, FL",36740,.11659015,.09511182,.09790104,.1267702,.12738226,.12395236,.15042926,.15167958,.11858576,.10531925,.11580068,.09052118
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Oxnard-Thousand Oaks-Ventura, CA",37100,.70234644,.69884729,.67824256,.68126631,.69222206,.69067663,.66903538,.68072098,.71326929,.71185619,.68794221,.66643322
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Palm Bay-Melbourne-Titusville, FL",37340,.04943951,.02872334,.05608428,.08011803,.0697493,.03438294,.08164664,.09292976,.0497096,.04274935,.08432636,.09380198
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,.09858709,.09565292,.10903414,.12103537,.12155811,.10462756,.10768167,.13149559,.14797147,.14506221,.12796456,.12571523
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Phoenix-Mesa-Scottsdale, AZ",38060,.75088894,.75728095,.75143331,.72867513,.70841134,.71224338,.72568262,.71271384,.68354774,.66576934,.6567052,.64715564
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Pittsburgh, PA",38300,.0277346,.03399054,.02743119,.01546438,.0343288,.03606937,.03628097,.02939961,.01542957,.01654219,.02419712,.03277515
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Portland-Vancouver-Hillsboro, OR-WA",38900,.37454709,.3828176,.38809586,.39254153,.38349223,.39395231,.39557651,.39255929,.41579041,.42813697,.42363364,.39838612
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Providence-Warwick, RI-MA",39300,.03053239,.02747708,.03694634,.04016376,.03879221,.02957955,.02584774,.0298407,.03955559,.03961604,.03952422,.04058962
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Provo-Orem, UT",39340,.4168562,.46062306,.35927814,.32785717,.40459231,.46618393,.46028289,.38141134,.38138458,.45057565,.4324294,.44285405
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Raleigh, NC",39580,.35130706,.35488117,.38789439,.42022255,.37326869,.33429495,.33145919,.36010426,.40417826,.36456883,.31113905,.3021082
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Richmond, VA",40060,.13285233,.15412173,.10640077,.10498647,.14676586,.16776587,.15771759,.18146399,.15571761,.11753769,.12728271,.1068481
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Riverside-San Bernardino-Ontario, CA",40140,.73200679,.73764729,.73419565,.72422427,.71952116,.7109853,.7122246,.71634662,.70486307,.70071417,.69094557,.67690319
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Rochester, NY",40380,.04493551,.04967635,.0418436,.03813697,.03882063,.03331879,.0227006,.03664887,.04501721,.03198222,.02154368,.02642017
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Sacramento--Roseville--Arden-Arcade, CA",40900,.37405574,.38073492,.37319568,.37565014,.3732824,.37649137,.36912563,.34901386,.35493931,.37497753,.39025813,.36480272
"Country_of_Origin_of_Parents","mexico","Mexico",0,"St. Louis, MO-IL",41180,.1342153,.13195983,.14665285,.15345472,.18141972,.19087513,.18238492,.18003643,.18818317,.1794848,.17441413,.16939734
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Salt Lake City, UT",41620,.48729265,.50632477,.51993179,.52024829,.52721602,.54329747,.52436554,.48658001,.51220369,.50059783,.48298943,.50172788
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Antonio-New Braunfels, TX",41700,.766716,.76369512,.74339175,.74884951,.75956655,.7455039,.75123715,.7497319,.72611511,.69285399,.68748611,.70840353
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Diego-Carlsbad, CA",41740,.61555308,.62864232,.6249246,.60376364,.59713233,.58976674,.57910067,.57705021,.55669153,.55503005,.56386167,.55821007
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Francisco-Oakland-Hayward, CA",41860,.30470142,.29918537,.30669087,.31369746,.30571389,.30900797,.31103846,.29203585,.29191127,.29496831,.28284666,.2533412
"Country_of_Origin_of_Parents","mexico","Mexico",0,"San Jose-Sunnyvale-Santa Clara, CA",41940,.35492125,.34798068,.34269911,.33655944,.33054805,.33311576,.33183503,.34472272,.33160415,.30915636,.31053948,.30244151
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Scranton--Wilkes-Barre--Hazleton, PA",42540,.10871761,.15156458,.18283133,.1384227,.22787449,.38823056,.30097327,.12440006,.09492346,.07717686,.04329533,.03783778
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Seattle-Tacoma-Bellevue, WA",42660,.19779003,.19996105,.2216835,.23872824,.25206488,.25431091,.2437942,.23622201,.23390585,.23716053,.22960392,.21625446
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Spokane-Spokane Valley, WA",44060,.34309778,.34263796,.34180263,.3436901,.2638694,.2891674,.32233846,.26187021,.17469063,.15175906,.22961012,.1789192
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Springfield, MA",44140,.01480903,.0413405,.04528341,.03852924,.07565982,.05821121,.02073731,.026963,.01206608,.04490685,.08318947,.04740054
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Stockton-Lodi, CA",44700,.5811134,.59147549,.60968429,.60777241,.59955508,.57262915,.55698818,.59036762,.61530238,.58614051,.59280562,.59629273
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Syracuse, NY",45060,.05842986,.05471019,.01051269,.00104232,0,.01441554,.05372302,.06334663,.02009663,.00725343,.00964284,.00353017
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Tampa-St. Petersburg-Clearwater, FL",45300,.19836272,.19428098,.18748891,.18229438,.17375167,.18599617,.20177478,.20213294,.1977372,.21383402,.19763127,.1676013
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Toledo, OH",45780,.26438728,.15660128,.15604353,.17709169,.20123531,.17402011,.21756434,.24211557,.17300755,.143491,.10095842,.10179989
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Tucson, AZ",46060,.73335928,.72519541,.72470045,.74896407,.76184475,.76282245,.74796456,.76731092,.74553603,.69606191,.72259873,.70038348
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Tulsa, OK",46140,.51864606,.56073397,.56251943,.59045047,.61606067,.61798108,.61828625,.61605275,.61766022,.61807299,.58431041,.5716123
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Urban Honolulu, HI",46520,.00244116,.00573015,.02442155,.03347669,.03446655,.03042665,.01814408,.01571731,.02269101,.02231413,.03029327,.03176977
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,.07075628,.07164118,.07836493,.08267806,.0873929,.07878312,.07951041,.09416007,.09215814,.08470521,.05385968,.08323725
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,.05652979,.06560283,.07021868,.05890578,.05631499,.06165399,.05591411,.04520525,.0456516,.04712802,.04705128,.05300132
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Wichita, KS",48620,.42707026,.52786076,.56367499,.45691547,.52291054,.57103002,.61984247,.62303448,.54177052,.51298916,.53852922,.57711792
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Winston-Salem, NC",49180,.63785118,.6731326,.67235166,.59250432,.57431781,.6285125,.67593813,.69181216,.62453026,.59432662,.63085955,.64455515
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Worcester, MA-CT",49340,.03653378,.03307312,.04597283,.05551325,.04111014,.02952298,.02623159,.03336147,.03720029,.0273037,.03763954,.03827397
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Youngstown-Warren-Boardman, OH-PA",49660,-97,-97,-97,.06576876,-97,-97,-97,-97,-97,-97,-97,-97
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Akron, OH",10420,.01555556,.01727016,.0347762,.02811798,.00865543,.00807451,.00288841,.01929419,.02338601,.00368002,.02357612,.05549379
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Albany-Schenectady-Troy, NY",10580,.07570621,.08249567,.0347295,.01406042,.04926684,.04281721,.03446458,.04274092,.0375446,.03957455,.03086501,.024442
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Albuquerque, NM",10740,.05842166,.05227085,.04915459,.03878638,.02439083,.04000912,.03805548,.02178572,.02695507,.0535735,.04791119,.03303025
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Allentown-Bethlehem-Easton, PA-NJ",10900,.24050403,.27207434,.22419499,.1463993,.19044827,.23931442,.22692724,.17063653,.23333207,.30302924,.33379588,.3987889
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Atlanta-Sandy Springs-Roswell, GA",12060,.08067096,.09783465,.09188263,.09656334,.10602847,.10755447,.09826795,.09469806,.10742942,.11943324,.13188125,.12871403
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Augusta-Richmond County, GA-SC",12260,.12970905,.05344522,.06415997,.08909208,.14526533,.19074731,.09647492,.12756827,.1423703,.07696883,.11557776,.09925436
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Austin-Round Rock, TX",12420,.07908303,.06129942,.07122341,.07864779,.06188279,.05540882,.06821474,.08122957,.08149577,.0810086,.08463342,.09607064
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Bakersfield, CA",12540,.07573505,.06300984,.0561647,.04915547,.0708238,.07143258,.07281822,.08353478,.06346083,.0613653,.07639694,.0812705
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Baltimore-Columbia-Towson, MD",12580,.0697144,.08395728,.09998862,.11704769,.12792073,.14001413,.13951282,.12620738,.12861198,.13540484,.1627572,.19210163
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Baton Rouge, LA",12940,.10410691,.14326175,.10948826,.12652266,.14479019,.151903,.27075988,.25534886,.17099577,.15342866,.23333049,.30815637
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Birmingham-Hoover, AL",13820,.0101565,.03703776,.07026267,.0906138,.07093566,.12243667,.12774524,.07215646,.13236502,.12896176,.09353998,.09656188
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Boise City, ID",14260,.01622414,.01539363,.02131669,.02126168,.02710511,.04698233,.08539443,.06527622,.00481248,.00004548,.01390858,.04504679
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Boston-Cambridge-Newton, MA-NH",14460,.185211,.17115623,.18448117,.20607954,.21379337,.20849268,.20226321,.21505469,.22336532,.20468944,.20338245,.21431819
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Bridgeport-Stamford-Norwalk, CT",14860,.12674518,.09709469,.08814308,.10083192,.13502243,.13282463,.14324038,.15750499,.13875769,.13618691,.14642262,.14206301
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Buffalo-Cheektowaga-Niagara Falls, NY",15380,.02469737,.00641483,.00303312,.00865066,.04487223,.05858105,.03144383,.0301513,.02664453,.05190515,.05523125,.018882
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Cape Coral-Fort Myers, FL",15980,.26573965,.26003,.31862327,.32493195,.27428335,.26927561,.28049159,.34835553,.33748877,.32803285,.30692637,.3146666
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Charleston-North Charleston, SC",16700,.13427608,.12268334,.10034049,.07862402,.06408631,.06517357,.06811491,.16487388,.17502953,.11440388,.11236975,.16760272
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Charlotte-Concord-Gastonia, NC-SC",16740,.16168615,.15124522,.15885673,.15562652,.16704039,.20094702,.17850718,.16368791,.18291038,.19397034,.17907977,.18624885
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Chattanooga, TN-GA",16860,.00742219,.09250508,.12624747,.11278154,.15620233,.22243875,.26474994,.30956292,.26637918,.25380564,.18141799,.13519239
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Chicago-Naperville-Elgin, IL-IN-WI",16980,.03506087,.03533862,.03923016,.03330734,.03333926,.03665249,.03052196,.03234331,.04045411,.03812034,.03568054,.03854095
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Cincinnati, OH-KY-IN",17140,.08365351,.08204383,.09174267,.09304792,.08012326,.08910087,.07655446,.09574071,.11716115,.09361809,.1031677,.13757601
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Cleveland-Elyria, OH",17460,.04173284,.03677835,.04106841,.04332449,.03070124,.06523754,.05660776,.03879268,.05163281,.04125505,.03211535,.03897425
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Colorado Springs, CO",17820,.0276477,.07167283,.08344702,.07745688,.08540858,.08434607,.07105528,.05752008,.04754614,.0888939,.12505929,.07774853
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Columbia, SC",17900,.06804937,.06053967,.18111683,.19273157,.17628403,.14243476,.07241485,.15348066,.14827149,.09008429,.13882117,.17645557
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Columbus, OH",18140,.02735813,.03207468,.03496844,.06633485,.05516239,.04064616,.07032166,.04845512,.03928942,.05613516,.04799133,.06616032
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Dallas-Fort Worth-Arlington, TX",19100,.07753574,.06822389,.06663462,.08043768,.07923917,.0705409,.07524855,.07237239,.07376927,.07895445,.08532172,.09882599
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Dayton, OH",19380,.01653512,.02552645,.01539794,.05284239,.05837825,.02754285,.0801806,.06315262,.02655265,.07377234,.08857474,.05427897
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Deltona-Daytona Beach-Ormond Beach, FL",19660,.14723396,.13300331,.09815924,.12722945,.10911469,.11715055,.14075638,.14398757,.1725587,.12067042,.09194212,.1044898
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Denver-Aurora-Lakewood, CO",19740,.04051663,.03714637,.04198357,.04669478,.05125245,.0430285,.03641003,.03287734,.03558242,.05346161,.05105133,.03475202
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Des Moines-West Des Moines, IA",19780,.09253167,.06297546,.02368581,.02021498,.03676363,.05411521,.04881561,.04124423,.05435151,.06035442,.10175693,.12503044
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Detroit-Warren-Dearborn, MI",19820,.02116705,.0243005,.01778973,.01107309,.01540784,.01873703,.02464385,.02408328,.01546901,.00910557,.01669144,.02470737
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"El Paso, TX",21340,.00782493,.00917485,.00712183,.00771217,.01350492,.01524641,.01229915,.0117593,.01339506,.01996243,.01801188,.01430038
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Fresno, CA",23420,.02194681,.03243792,.04086388,.03384681,.02895291,.03282477,.03773365,.04605223,.04443064,.03201911,.05089082,.06326386
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Grand Rapids-Wyoming, MI",24340,.13564108,.13574214,.11613791,.06124653,.08252396,.09944135,.10918792,.11901851,.13345483,.11726614,.14628322,.22584997
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Greensboro-High Point, NC",24660,.09758379,.08365034,.08232308,.0857507,.04921236,.06842513,.06299701,.09436179,.11126652,.08170291,.067162,.04526369
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Greenville-Anderson-Mauldin, SC",24860,.08085223,.10589857,.08095346,.10001636,.14504939,.12891611,.10784455,.097211,.06978672,.09839313,.15471758,.16226077
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Harrisburg-Carlisle, PA",25420,.0551495,.11692096,.13075112,.06236671,.04831976,.13785796,.11241952,.06792522,.08030132,.07552893,.06753703,.07892059
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Hartford-West Hartford-East Hartford, CT",25540,.06981132,.04597327,.06804226,.07656991,.0754018,.06996915,.05166538,.06048695,.062188,.064643,.06601901,.08890954
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Houston-The Woodlands-Sugar Land, TX",26420,.14340669,.1416499,.14408107,.14998618,.15176231,.15533882,.16004704,.1542915,.16382223,.18107553,.17755768,.17945683
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Indianapolis-Carmel-Anderson, IN",26900,.04886651,.09117258,.0892977,.05771665,.10729308,.11130013,.08047987,.08521602,.11039917,.12798935,.10829986,.09379862
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Jackson, MS",27140,.10743359,-97,-97,.093254,.04619448,-97,-97,.05184073,.05939975,.14264433,.16220669,.11754864
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Jacksonville, FL",27260,.09313173,.11772174,.12306399,.1240567,.11890467,.09350302,.08097975,.09042846,.12295972,.13054223,.14342551,.15446557
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Kansas City, MO-KS",28140,.08436493,.0851082,.10525212,.10548051,.09562852,.10840605,.08640541,.07489307,.11482186,.12723053,.09668425,.08654351
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Knoxville, TN",28940,.07326303,.11813337,.18356255,.1284072,.04783554,.07031682,.08021767,.14281458,.15953688,.16942701,.15447137,.11655565
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Lakeland-Winter Haven, FL",29460,.13955806,.13568686,.12612894,.13178758,.16642649,.15990445,.11494291,.13321702,.144704,.14948229,.14177731,.11591448
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Las Vegas-Henderson-Paradise, NV",29820,.11331812,.11906757,.11304507,.10381214,.09376023,.09357552,.11162664,.11138859,.10746864,.12261824,.11729874,.12760711
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Little Rock-North Little Rock-Conway, AR",30780,.07155754,.02917679,.05958965,.09062102,.04927879,.03551923,.09956094,.21767056,.19304763,.11261936,.1187209,.09090955
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Los Angeles-Long Beach-Anaheim, CA",31080,.13920301,.1389408,.13700782,.13472311,.13240902,.13541541,.13939957,.13975541,.13514797,.13761207,.14228895,.13796075
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Louisville/Jefferson County, KY-IN",31140,.07434265,.09638841,.0961369,.08124433,.09916724,.15584539,.20775589,.17094906,.11140392,.10888262,.08388867,.09664327
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Madison, WI",31540,.03526105,.08225073,.04648663,.04398553,.05705912,.02196858,.00832809,.03473876,.03484344,.00097074,.02714938,.08911576
